id,year,driver_id,points
1498,1997,664,21
1499,1997,626,7
1500,1997,675,65
1501,1997,658,17
1502,1997,676,28
1503,1997,677,15
1504,1997,641,42
1505,1997,674,4
1506,1997,672,1
1507,1997,640,2
1508,1997,643,18
1509,1997,653,6
1510,1997,603,14
1511,1998,633,271
1512,1998,655,185
1513,1998,629,242
1514,1998,677,86
1515,1998,643,23
1516,1998,669,115
1517,1998,621,30
1518,1998,650,91
1519,1998,676,11
1520,1998,616,66
1521,1998,641,90
1522,1998,675,67
1523,1998,664,20
1524,1998,673,16
1525,1998,647,173
1526,1998,671,88
1527,1998,668,9
1528,1998,678,4
1529,1998,658,14
1530,1998,679,4
1531,1998,670,4
1532,1998,651,2
1533,1999,621,54
1534,1999,676,50
1535,1999,643,98
1536,1999,675,140
1537,1999,633,216
1538,1999,680,20
1539,1999,647,237
1540,1999,681,6
1541,1999,651,26
1542,1999,669,7
1543,1999,655,148
1544,1999,629,133
1545,1999,641,49
1546,1999,658,51
1547,1999,671,58
1548,1999,677,43
1549,1999,650,181
1550,1999,630,15
1551,1999,616,30
1552,1999,678,10
1553,1999,664,24
1554,1999,645,7
1555,1999,682,8
1556,2000,629,286
1557,2000,633,258
1558,2000,655,232
1559,2000,643,205
1560,2000,671,80
1561,2000,682,20
1562,2000,664,21
1563,2000,684,6
1564,2000,616,3
1565,2000,685,67
1566,2000,675,105
1567,2000,650,61
1568,2000,658,61
1569,2000,681,36
1570,2000,677,31
1571,2000,669,92
1572,2000,621,19
1573,2000,647,42
1574,2000,676,44
1575,2000,653,29
1576,2000,680,10
1577,2000,686,8
1578,2001,629,327
1579,2001,688,95
1580,2001,655,211
1581,2001,675,156
1582,2001,643,195
1583,2001,633,129
1584,2001,647,39
1585,2001,682,22
1586,2001,669,73
1587,2001,689,66
1588,2001,676,62
1589,2001,686,77
1590,2001,651,48
1591,2001,616,57
1592,2001,671,40
1593,2001,650,43
1594,2001,653,24
1595,2001,672,4
1596,2001,685,25
1597,2001,687,10
1598,2001,691,7
1599,2001,690,1
1600,2001,681,6
1601,2002,643,223
1602,2002,629,380
1603,2002,689,87
1604,2002,675,157
1605,2002,685,80
1606,2002,694,46
1607,2002,686,67
1608,2002,676,53
1609,2002,651,24
1610,2002,691,1
1611,2002,688,175
1612,2002,655,158
1613,2002,650,16
1614,2002,669,44
1615,2002,695,14
1616,2002,658,34
1617,2002,647,46
1618,2002,682,12
1619,2002,697,20
1620,2002,671,54
1621,2002,696,15
1622,2002,693,7
1623,2003,675,146
1624,2003,688,196
1625,2003,643,163
1626,2003,690,137
1627,2003,629,236
1628,2003,696,50
1629,2003,685,52
1630,2003,686,27
1631,2003,650,37
1632,2003,699,5
1633,2003,702,34
1634,2003,700,5
1635,2003,671,33
1636,2003,689,213
1637,2003,655,126
1638,2003,669,23
1639,2003,676,87
1640,2003,680,10
1641,2003,651,21
1642,2003,697,8
1643,2003,701,4
1644,2003,653,3
1645,2004,629,367
1646,2004,643,271
1647,2004,685,206
1648,2004,676,117
1649,2004,690,146
1650,2004,671,71
1651,2004,696,28
1652,2004,688,146
1653,2004,694,43
1654,2004,686,11
1655,2004,697,89
1656,2004,675,61
1657,2004,655,71
1658,2004,689,112
1659,2004,705,12
1660,2004,651,20
1661,2004,681,1
1662,2004,669,2
1663,2004,699,18
1664,2004,702,11
1665,2004,704,7
1666,2004,680,1
1667,2004,708,6
1668,2005,690,322
1669,2005,686,68
1670,2005,643,103
1671,2005,655,69
1672,2005,629,153
1673,2005,671,144
1674,2005,688,150
1675,2005,676,110
1676,2005,709,6
1677,2005,685,97
1678,2005,689,277
1679,2005,675,122
1680,2005,696,93
1681,2005,669,27
1682,2005,710,21
1683,2005,705,36
1684,2005,694,40
1685,2005,697,7
1686,2005,682,10
1687,2005,699,6
1688,2005,677,15
1689,2005,711,12
1690,2005,712,10
1691,2005,713,8
1692,2006,629,296
1693,2006,690,321
1694,2006,694,200
1695,2006,689,158
1696,2006,643,83
1697,2006,671,183
1698,2006,715,17
1699,2006,669,22
1700,2006,676,47
1701,2006,686,68
1702,2006,685,142
1703,2006,696,24
1704,2006,682,48
1705,2006,718,19
1706,2006,697,1
1707,2006,688,63
1708,2006,655,44
1709,2006,675,59
1710,2006,710,2
1711,2006,712,1
1712,2006,705,8
1713,2006,709,7
1714,2006,716,4
1715,2007,690,266
1716,2007,694,228
1717,2007,696,35
1718,2007,677,36
1719,2007,655,39
1720,2007,686,151
1721,2007,718,102
1722,2007,721,87
1723,2007,722,265
1724,2007,671,63
1725,2007,715,58
1726,2007,697,12
1727,2007,643,6
1728,2007,689,272
1729,2007,675,18
1730,2007,676,27
1731,2007,726,1
1732,2007,685,19
1733,2007,716,2
1734,2007,725,16
1735,2007,709,10
1736,2007,724,4
1737,2008,694,240
1738,2008,722,243
1739,2008,718,184
1740,2008,721,136
1741,2008,676,86
1742,2008,725,93
1743,2008,708,66
1744,2008,715,49
1745,2008,686,150
1746,2008,727,14
1747,2008,689,189
1748,2008,696,65
1749,2008,685,11
1750,2008,726,28
1751,2008,671,1
1752,2008,690,154
1753,2008,643,29
1754,2008,728,49
1755,2008,655,28
1756,2009,643,196
1757,2009,722,126
1758,2009,689,124
1759,2009,721,58
1760,2009,715,96
1761,2009,690,73
1762,2009,685,252
1763,2009,718,47
1764,2009,696,174
1765,2009,724,15
1766,2009,725,206
1767,2009,694,57
1768,2009,686,60
1769,2009,708,76
1770,2009,671,24
1771,2009,731,20
1772,2009,732,10
1773,2009,676,88
1774,2009,726,5
1775,2009,727,9
1776,2009,728,1
1777,2010,725,256
1778,2010,722,240
1779,2010,685,214
1780,2010,643,47
1781,2010,718,136
1782,2010,724,47
1783,2010,732,32
1784,2010,690,252
1785,2010,731,8
1786,2010,715,142
1787,2010,696,242
1788,2010,629,72
1789,2010,694,144
1790,2010,730,5
1791,2010,733,27
1792,2010,709,21
1793,2010,737,22
1794,2010,682,6
1795,2010,686,6
1796,2011,725,392
1797,2011,690,257
1798,2011,696,258
1799,2011,722,227
1800,2011,694,118
1801,2011,685,270
1802,2011,715,89
1803,2011,730,26
1804,2011,724,42
1805,2011,686,34
1806,2011,629,76
1807,2011,738,14
1808,2011,732,30
1809,2011,733,37
1810,2011,740,1
1811,2011,739,27
1812,2011,731,15
1813,2011,643,4
1814,2011,736,2
1815,2012,690,278
1816,2012,689,207
1817,2012,629,49
1818,2012,696,179
1819,2012,737,63
1820,2012,715,93
1821,2012,739,46
1822,2012,685,188
1823,2012,738,66
1824,2012,736,31
1825,2012,740,45
1826,2012,729,96
1827,2012,732,60
1828,2012,725,281
1829,2012,722,190
1830,2012,694,122
1831,2012,744,16
1832,2012,742,10
1833,2013,690,242
1834,2013,689,183
1835,2013,694,112
1836,2013,725,397
1837,2013,696,199
1838,2013,715,171
1839,2013,739,48
1840,2013,685,73
1841,2013,738,49
1842,2013,742,20
1843,2013,722,189
1844,2013,729,132
1845,2013,724,29
1846,2013,737,51
1847,2013,740,1
1848,2013,744,13
1849,2013,745,6
1850,2013,746,4
1851,2014,722,359
1852,2014,715,317
1853,2014,742,226
1854,2014,725,163
1855,2014,746,171
1856,2014,690,159
1857,2014,689,54
1858,2014,729,8
1859,2014,738,53
1860,2014,737,88
1861,2014,685,116
1862,2014,751,8
1863,2014,694,116
1864,2014,750,55
1865,2014,744,22
1866,2014,747,2
1867,2014,740,2
1868,2015,715,322
1869,2015,722,381
1870,2015,725,278
1871,2015,746,136
1872,2015,689,150
1873,2015,694,121
1874,2015,742,92
1875,2015,729,51
1876,2015,755,18
1877,2015,751,95
1878,2015,738,78
1879,2015,756,49
1880,2015,752,9
1881,2015,737,58
1882,2015,740,27
1883,2015,690,11
1884,2015,757,27
1885,2015,685,16
1886,2016,756,204
1887,2016,689,186
1888,2016,725,212
1889,2016,742,256
1890,2016,746,85
1891,2016,755,46
1892,2016,738,101
1893,2016,694,53
1894,2016,685,21
1895,2016,751,25
1896,2016,715,385
1897,2016,722,380
1898,2016,737,72
1899,2016,690,54
1900,2016,757,2
1901,2016,729,29
1902,2016,761,1
1903,2016,750,7
1904,2016,760,1
1905,2016,764,1
1906,2017,722,363
1907,2017,725,317
1908,2017,742,200
1909,2017,738,100
1910,2017,763,87
1911,2017,737,43
1912,2017,755,54
1913,2017,761,5
1914,2017,751,5
1915,2017,729,28
1916,2017,689,205
1917,2017,746,305
1918,2017,694,43
1919,2017,756,168
1920,2017,690,17
1921,2017,765,40
1922,2017,750,19
1923,2017,764,13
1924,2017,760,8
1925,2018,722,408
1926,2018,746,247
1927,2018,756,249
1928,2018,725,320
1929,2018,742,170
1930,2018,750,56
1931,2018,755,53
1932,2018,690,50
1933,2018,738,62
1934,2018,769,39
1935,2018,763,49
1936,2018,729,37
1937,2018,766,29
1938,2018,752,9
1939,2018,689,251
1940,2018,737,69
1941,2018,765,6
1942,2018,764,12
1943,2018,767,4
1944,2018,770,1
1945,2019,722,407
1946,2019,746,324
1947,2019,756,275
1948,2019,725,238
1949,2019,769,260
1950,2019,766,93
1951,2019,750,20
1952,2019,755,96
1953,2019,751,37
1954,2019,729,8
1955,2019,771,92
1956,2019,738,52
1957,2019,737,37
1958,2019,765,21
1959,2019,689,43
1960,2019,768,14
1961,2019,742,54
1962,2019,773,49
1963,2019,718,1
1964,2020,722,341
1965,2020,756,211
1966,2020,746,221
1967,2020,765,75
1968,2020,738,125
1969,2020,755,104
1970,2020,725,33
1971,2020,771,105
1972,2020,766,75
1973,2020,773,95
1974,2020,742,117
1975,2020,763,62
1976,2020,769,98
1977,2020,737,10
1978,2020,751,32
1979,2020,768,4
1980,2020,772,2
1981,2020,750,1
1982,2020,729,2
1983,2020,689,4
1984,2021,722,387
1985,2021,756,396
1986,2021,746,216
1987,2021,769,161
1988,2021,738,189
1989,2021,742,119
1990,2021,755,164
1991,2021,773,159
1992,2021,763,77
1993,2021,766,113
1994,2021,772,25
1995,2021,725,48
1996,2021,774,8
1997,2021,690,81
1998,2021,765,34
1999,2021,779,32
2000,2021,689,10
2001,2021,768,3
